iter	Passed	Remaining
580	213862	154231
581	214045	153730
582	214229	153231
583	214401	152724
584	214587	152228
585	215071	151944
586	215506	151625
587	215968	151324
588	216419	151016
589	216896	150724
590	217336	150406
591	217788	150097
592	218257	149799
593	218694	149477
594	219122	149150
595	219538	148814
596	219985	148499
597	220454	148198
598	220910	147888
599	221445	147630
600	221939	147344
601	222390	147028
602	222858	146724
603	223343	146430
604	223805	146121
605	224216	145777
606	224667	145459
607	225079	145116
608	225593	144838
609	226045	144520
610	226549	144235
611	227239	144066
612	227624	143704
613	227818	143221
614	227986	142723
615	228175	142239
616	228366	141757
617	228561	141279
618	228760	140804
619	228950	140324
620	229132	139840
621	229313	139357
622	229514	138887
623	229720	138421
624	230208	138124
625	230649	137800
626	231100	137480
627	231538	137153
628	231964	136818
629	232418	136499
630	232889	136190
631	233289	135839
632	233730	135512
633	234163	135179
634	234633	134868
635	235051	134526
636	235478	134189
637	235909	133854
638	236333	133515
639	236739	133166
640	237175	132832
641	237622	132505
642	238078	132183
643	238559	131874
644	238968	131525
645	239395	131185
646	239811	130840
647	240238	130499
648	240703	130180
649	241144	129847
650	241600	129521
651	242015	129173
652	242420	128820
653	242606	128351
654	242786	127879
655	242960	127406
656	243141	126936
657	243320	126467
658	243484	125991
659	243655	125519
660	243829	125050
661	244000	124580
662	244161	124106
663	244345	123644
664	244503	123171
665	244683	122708
666	245072	122352
667	245592	122061
668	246032	121729
669	246487	121404
670	246961	121088
671	247350	120730
672	247723	120364
673	248134	120017
674	248521	119658
675	248895	119293
676	249323	118953
677	249735	118605
678	250165	118266
679	250543	117902
680	250928	117541
681	251368	117207
682	251784	116860
683	252212	116519
684	252683	116197
685	253118	115858
686	253512	115501
687	253923	115151
688	254358	114812
689	254748	114452
690	255151	114098
691	255575	113753
692	256057	113433
693	256554	113120
694	257055	112808
695	257521	112480
696	257913	112120
697	258177	111704
698	258441	111288
699	258635	110843
700	258813	110392
701	258994	109943
702	259185	109499
703	259360	109049
704	259543	108603
705	259740	108163
706	260209	107837
707	260746	107539
708	261232	107219
709	261700	106891
710	262127	106546
711	262539	106195
712	262984	105857
713	263677	105618
714	264240	105326
715	264741	105009
716	265227	104685
717	265650	104336
718	266094	103995
719	266564	103663
720	267062	103343
721	267523	103007
722	267985	102672
723	268513	102361
724	269096	102071
725	269640	101765
726	270088	101422
727	270622	101111
728	271041	100757
729	271486	100412
730	271908	100059
731	272356	99715
732	272804	99370
733	273243	99022
734	273542	98624
735	273746	98191
736	273978	97769
737	274172	97335
738	274347	96894
739	274548	96463
740	274726	96024
741	275073	95645
742	275539	95307
743	275975	94959
744	276386	94602
745	276811	94249
746	277225	93892
747	277733	93567
748	278253	93246
749	278738	92912
750	279283	92598
751	279844	92289
752	280321	91951
753	280794	91611
754	281216	91255
755	281691	90916
756	282137	90567
757	282694	90253
758	283101	89891
759	283680	89583
760	284177	89248
761	284676	88914
762	285173	88579
763	285716	88258
764	286271	87939
765	286713	87586
766	287161	87234
767	287559	86867
768	287970	86503
769	288370	86136
770	288574	85711
771	288854	85309
772	289098	84896
773	289303	84473
774	289494	84046
775	289712	83628
776	289945	83214
777	290456	82880
778	290887	82523
779	291292	82159
780	291741	81807
781	292208	81459
782	292645	81103
783	293144	80764
784	293628	80420
785	294055	80060
786	294511	79709
787	294939	79349
788	295369	78989
789	295853	78644
790	296232	78271
791	296680	77916
792	297136	77562
793	297529	77192
794	297966	76834
795	298446	76486
796	298918	76135
797	299335	75771
798	299777	75413
799	300210	75052
800	300634	74689
801	301030	74319
802	301537	73976
803	302008	73624
804	302440	73261
805	302831	72889
806	303058	72478
807	303315	72074
808	303524	71660
809	303720	71243
810	303890	70820
811	304054	70396
812	304253	69981
813	304452	69567
814	304641	69151
815	304818	68733
816	305197	68361
817	305643	68003
818	306030	67633
819	306433	67265
820	306886	66909
821	307289	66542
822	307743	66185
823	308216	65832
824	308806	65504
825	309310	65157
826	309798	64806
827	310418	64483
828	311029	64156
829	311555	63812
830	312203	63492
831	312705	63142
832	313227	62795
833	313688	62436
834	314199	62087
835	314687	61732
836	315279	61398
837	315872	61063
838	316289	60694
839	316763	60335
840	317240	59977
841	317706	59617
842	318069	59237
843	318446	58859
844	318647	58450
845	318885	58047
846	319060	57634
847	319245	57223
848	319447	56815
849	319645	56407
850	319816	55996
851	320073	55599
852	320497	55232
853	320997	54877
854	321472	54518
855	321931	54156
856	322376	53792
857	322856	53433
858	323288	53065
859	323764	52705
860	324198	52338
861	324645	51973
862	325089	51607
863	325614	51254
864	326089	50892
865	326511	50522
866	326961	50156
867	327441	49795
868	327916	49432
869	328327	49060
870	328774	48693
871	329203	48323
872	329605	47949
873	330016	47576
874	330430	47204
875	330905	46840
876	331326	46468
877	331843	46110
878	332265	45738
879	332649	45361
880	332836	44957
881	333029	44555
882	333221	44152
883	333410	43750
884	333578	43346
885	333764	42944
886	333945	42543
887	334128	42142
888	334320	41743
889	334488	41341
890	334663	40940
891	334837	40540
892	335086	40150
893	335645	39796
894	336078	39428
895	336542	39063
896	336951	38691
897	337384	38322
898	337814	37952
899	338252	37583
900	338679	37213
901	339106	36843
902	339554	36474
903	339933	36099
904	340374	35729
905	340733	35352
906	341240	34989
907	341681	34619
908	342189	34256
909	342604	33883
910	343029	33512
911	343474	33142
912	343908	32771
913	344343	32399
914	344770	32027
915	345128	31649
916	345525	31274
917	345927	30899
918	346436	30534
919	347014	30175
920	347500	29807
921	347914	29433
922	348130	29042
923	348307	28648
924	348483	28255
925	348662	27862
926	348847	27471
927	349054	27081
928	349254	26692
929	349431	26301
930	349618	25911
931	349807	25522
932	349977	25132
933	350354	24757
934	350818	24388
935	351228	24015
936	351651	23643
937	352086	23272
938	352522	22900
939	352939	22528
940	353359	22155
941	353770	21782
942	354207	21410
943	354587	21034
944	355010	20661
945	355491	20292
946	355993	19923
947	356423	19550
948	356869	19178
949	357341	18807
950	357814	18436
951	358280	18064
952	358730	17691
953	359150	17317
954	359649	16946
955	360137	16575
956	360613	16203
957	361054	15829
958	361474	15454
959	361955	15081
960	362464	14709
961	362906	14335
962	363213	13955
963	363397	13570
964	363587	13187
965	363767	12803
966	363952	12420
967	364130	12037
968	364329	11655
969	364520	11273
970	364713	10892
971	364906	10511
972	365090	10130
973	365582	9758
974	366052	9385
975	366488	9012
976	366933	8638
977	367381	8264
978	367805	7889
979	368256	7515
980	368714	7141
981	369204	6767
982	369719	6393
983	370148	6018
984	370536	5642
985	370941	5266
986	371334	4890
987	371753	4515
988	372175	4139
989	372598	3763
990	373121	3388
991	373592	3012
992	374006	2636
993	374456	2260
994	374917	1884
995	375356	1507
996	375794	1130
997	376171	753
998	376612	376
999	377060	0
